Unnamed: 0,Factory Name (En),Factory Name (Ar),Phone Number,Factory Email,Emirate, Products,Unnamed: 7,Unnamed: 8,Unnamed: 9,Activities,Unnamed: 11,Unnamed: 12
,WARSAN WASTE MANAGEMENT COMPANY P.S.C.,شركة ورسان ويست مانيجمنت مساهمة خاصة,052-1043180,project@wwmc.ae,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,38251000,- Municipal Waste,, -  نفايات البلدية ,3510001,إنتاج (توليد) الطاقة الكهربائية,Electricity Production - Generation
,WARTSILA SHIPS REPAIRING & MAINTENANCE LLC,وارتسيلا لإصلاح السفن وصيانتها (ش.ذ.م.م.),048857222,moiz.bookwala@wartsila.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,89011000,-  excursion boats and similar vessels principally designed for the transport of persons; ferry-boats of all kinds ,,ـ  قوارب نزهه وسفن مماثلة معدة بصفة رئيسية لنقل الأشخاص ؛ معديات (فيري بوت) من جميع الأنواع .,3320010,تركيب وإصلاح معدات اليات الرفع والتحميل,Installation and repair of lifting mechanisms and equipment loading
,WASSERMAN LIVE SERVICES L.L.C,وسيرمان ليف سيرفزس ش.ذ.م.م,0506454469,management.uae@teamwass.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,63079020,"- - - Flags, banners, pennants, badges and the like",,- - - الأعلام والرايات والبيارق والشارات وما يماثلها ,1629911,صناعة منتجات الديكور الخشبية,Wooden Decorative Products Manufacturing
,,,,,,48142000,"- Wallpaper and similar wall coverings, consisting of paper coated or covered, on the face side, with a grained, embossed, coloured, design-printed or otherwise decorated layer of plastics",, - ورق حائط وأغطية جدران مماثلة، مكون من ورق مطلي أو مغطى، على وجهه الخارجي، بطبقة لدائن، محببة أو مبصومة  أو ملونة أو مطبوعة برسوم أو زخارف أو مزخرفة بطريقة أخرى ,1811010,طباعة كتالوجات الإعلانات,Advertising Catalogues Printing
,,,,,,44219960,"- - - Advertisement boards, signboards, road signs",, - - - لوحات الاعلانات ورقاع أسماء النباتات ولافتات الطرق ,1629913,صناعة اللوحات الخشبية,Wooden Signboards Manufacturing
,,,,,,83100040,- - - Advertising sign-plates,,- - - لافتات الإعلان ,,,
,,,,,,44219060,"Advertisement boards, signboards, road signs, of wood.",, لــوحـات الإعـلانات ورقاع أسماء النباتات ولافتات الطرق من خشب,,,
,WATER BIRD WATER TREATMENT INDUSTRIES L.L.C,طائر الماء لصناعة معالجة المياه ش.ذ.م.م,043405961,renjish@waterbirdwtc.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,38220000,"Diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents, whether or not on a backing, other than those of heading 30.02 or 30.06 ;certified reference materials.",,كواشف للتشخيص أو للمختبرات على حامل وكواشــف محضـــرة للتشخيـــص أوللمختبرات، وإن كانت على حامل، عدا تلك الداخلة في البندين 30.02 أو 30.06 مواد مرجعية معتمدة.,2930905,صناعة  فلاتر المياه,Water Filters Manufacturing
,,,,,,84212190, - - - Other ,,- - - غيرها ,,,
,,,,,,90273000,"- Spectrometers, spectrophotometers and spectrographs using optical radiations (UV, visible, IR)",,ـ أجهزة قياس أطوال موجة الطيف (سبيكترومتر) ، أو لقياس كثافة ألوان موجة الطيف (سبيكتروفوتومتر) ، أو لتسجيل الطيف (سبكتروجراف) ، بإستخدام الإشعاعات البصرية (فوق البنفسجية أوالمرئية أوتحت الحمراء)  ,,,
,,,,,,90278010,"  - - - For blood test, analysis of secretions and urine,..etc. designed for diagnostic purposes at laboratories ",,ـ ـ ـ لفحص الدم وتحليل العصارات والبول .. الخ مخصصة لتشخيص الأمراض في المختبرات ,,,
,WATER ENGINEERING INDUSTRIAL EQUIPMENTS L.L.C,واتر انجنيرينج اندستري اكويبمنت ذ.م.م,0551112004,maksud@waterengrs.com,Umm Al Quwain,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,84212100,Other,,غيرها,2930905,صناعة  فلاتر المياه,Water Filters Manufacturing
,WATERFALL PUMPS MANUFACTURING L.L.C,واترفول لصناعة المضخات ش.ذ.م.م,042633325,kussay@wfpumps.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,84131910, - - - Fire pumps,,- - - مضخات الحريق ,2813001,صناعة مضخات السوائل,Liquids Pumps Manufacturing
,,,,,,84131990, - - - Other,,- - - غيرها ,,,
,,,,,,84137000, - Other centrifugal pumps,,- مضخات أخر تعمل بالطرد المركزي ,,,
,,,,,,84138190, - - - Other,,- - - غيرها ,,,
,WATEX PUMPS INDUSTRIES L.L.C,واتكس لصناعة المضخات ذ.م.م,0552148105,ceo@watexindustries.com,Ajman,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,84131990, - - - Other,,- - - غيرها ,2813001,صناعة مضخات السوائل,Liquids Pumps Manufacturing
,,,,,,84131910, - - - Fire pumps,,- - - مضخات الحريق ,,,
,,,,,,84137000, - Other centrifugal pumps,,- مضخات أخر تعمل بالطرد المركزي ,,,
,WAVER FURNITURE IND. - L.L.C,ويفر لصناعة الاثاث (ذ.م.م),0506324993,info@waverfurniture.com,Sharjah,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,94034090,- - - Other,,- - - غيرها ,1629911,صناعة منتجات الديكور الخشبية,Wooden Decorative Products Manufacturing
,,,,,,94033090,- - - Other,,- - - غيرها ,,,
,WD SOLUTIONS CO. L.L.C,شركة دبليو دي سوليوشنس ذ.م.م,043717445,mfarhat@w-d.ae,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,44209020,"- - - Articles of wooden furniture,other than those of chapter 94, ( brush hangers,letter trays for office use, ashtrays  . . . etc.)",,- - - أصناف التأثيث من الخشب التي لا تؤلف أثاثاً بالمعنى المقصود في الفصل 94 (تعاليق للفراجين، صواني فرز المراسلات للوضع على المكاتب، طفايات السجائر . . الخ ) ,2511003,صناعة الأطر والهياكل المعدنية اللازمة للتشييد وأجزاء منها,Construction Metal Framework and  Skeletons and Parts thereof Manufacturing
,,,,,,94017190, - - - Other,,- - - غيرها ,,,
,,,,,,94036090,- - - Other,,- - - غيرها ,,,
,,,,,,94032090,- - - Other,,- - - غيرها ,,,
,WE CARE PACKAGING INDUSTRIES L.L.C,وي كير باكيجينج اندستريس ذ.م.م,055-3158512,kannan@wecarepackagingfzllc.com,Umm Al Quwain,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,48211000,- Printed,,- مطبوعة ,1811017,طباعة الرقاع والعلامات,Labels and Tags Printing
,WEATHERFORD MANUFACTURING & SERVICES L.L.C,وذرفورد للصناعة والخدمات ذ.م.م,026989000,berjo.alkhouri@weatherford.com,Abu Dhabi,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,85409900,- - Other,,- - غيرها ,2431003,صناعة لوازم الأنابيب و المواسير من الصلب الصب,Tubes and Pipes Fittings of Cast-Steel Manufacturing
,,,,,,40169300,"- - Gaskets, washers and other seals",, - - حلقات وفواصل,2813004,صناعة صنابير وصمّامات للأدوات الصحية,Sanitary Taps and Valves Manufacturing
,,,,,,84798999, - - - - Other ,,- - - - غيرها ,2824010,صناعة معدات حقول النفط والغاز,Oil and Gas fields Equipment Manufacturing
,,,,,,84813000,- Check valves,,- صمامات بلسان أو صمامات الحجز (ضد الرجوع) ,2511003,صناعة الأطر والهياكل المعدنية اللازمة للتشييد وأجزاء منها,Construction Metal Framework and  Skeletons and Parts thereof Manufacturing
,,,,,,84821000,- Ball bearings,,- مدحرجات ذات كرات ,2813003,صناعة صنابير وصمّامات صناعية,Industrial Taps and Valves Manufacturing
,,,,,,84314390, - - - Other,, - - - غيرها ,,,
,,,,,,75072000,- Tube or pipe fittings,,- لوازم مواسير وأنابيب ,,,
,,,,,,73269099, - - - - Other,,- - - - غيرها ,,,
,,,,,,73181500,"- - Other screws and bolts, whether or not with their nuts or washers ",,ـ ـ براغي وبراغي بصواميل أُخر ، وإن كانت مع عزقاتها أو حلقاتها,,,
,,,,,,73084000,"- Equipment for scaffolding, shuttering, propping or pitpropping",,- دعامات (مساند) ومعدات مماثلة للسقالات ، أو لهياكل المنشآت المؤقتة أو لدعامات المناجم ,,,
,,,,,,73072100,- - Flanges,,- - رابطات (فلنجات) ,,,
,,,,,,73079200,"- - Threaded elbows, bends and sleeves",,ـ ـ أكواع وقطع منحنية وأكمام ، ملولبة,,,
,,,,,,73052000,- Casing of a kind used in drilling for oil or gas,,- مواسيروأنابيب تبطين من الأنواع المستعملة في الحفر لإستخراج الزيت (البترول) أو الغاز ,,,
,WECAN PAPER AND PACKAGING INDUSTRY LLC,ويكان لصناعة الورق والتغليف ذ.م.م,056-7652482,Info@wecanpackaging.com,Umm Al Quwain,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,48191090,- - - Other,,- - -  غيرها,1701002,صناعة الورق والورق المقوى,Paper and Paperboard Manufacturing
,,,,,,,,,,1702003,صناعة العلب والعبوات الورقية,Paper Boxes and Packages Manufacturing
,WELL PACK PRINTING PRESS LLC,مطبعة ويل باك ذ.م.م,050-5478977,shafay22@yahoo.com,Ajman,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,48201000," - Registers, account books, Note books, order books, receipt books, Letter pads, memorandum pads, diaries and similar articles",, - سجلات وسجلات المحاسبة ودفاتر الملاحظات ودفاتر الطلبات ودفاتر الإيصالات ودفاتر ورق الرسائل ومفكرات ومذكرات وأصناف مماثلة ,1811004,طباعة الكتب والكتيبات,Books and Brochures Printing
,,,,,,60053900,"  -- Other, printed”.",,ـ ـ غيرها، مطبوعة,1811001,طباعة الاستمارات والمواد التجارية المطبوعة الأخرى,Business Forms and Other Commercial Printing
,,,,,,49090020,- - - Greeting and similar cards,,- - - بطاقات تهاني وما يماثلها ,,,
,WELL TECHNOLOGY SCAFOLDING IND. CO. L.L.C,شركة التقنية الجيدة لصناعة السقالات ذ.م.م,0505773685,weltech3@hotmail.com,Sharjah,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,76042900,- - Other,,- - غيرها ,1622008,صناعة العوارض والدعائم والسقالات الخشبية,Wooden Scaffolds and Supports Manufacturing
,,,,,,73089040,"- - - Scaffoldings props, platforms and fittings",,- - - سقالات ومنصات لوازم شد السقالات ,,,
,,,,,,76109020,- - - Towers and lattice masts,,- - - أبراج وصواري شبكية ,,,
,"WELLFIT CO, LLC",شركة ويل فيت (ذ .م .م ).,067437012,wellfit@eim.ae,Ajman,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,63049120,- - - Cover for the seats of vehicles,,- - - الأغطية الواقية لمقاعد وسائل النقل ,1392006,صناعة أغطية العجلات,Tires Covers Manufacturing
,,,,,,87089900,- - Other,,- - غيرها  ,,,
,Werner Generators L.L.C - SHJ.BR 1,ويرنير لمولدات الكهرباء ش.ذم.م - فرع الشارقة 1,050-4662876,Info@wernergenerators.com,Sharjah,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,85021300,- - Of an output exceeding 375 kVA ,,- - تزيد قدرتها عن 375 كيلو فولت أمبير  (KVA),2710006,صناعة مولِّدات الطاقة,Power Generators Manufacturing
,,,,,,85021200,- - Of an output exceeding 75 kVA but not exceeding 375 kVA ,, - - تزيد قدرتها عن 75 كيلو فولت أمبير ولكنها ولا تتجاوز 375 كيلو فولت أمبير (KVA) ,,,
,,,,,,85021100,- - Of an output not exceeding 75 kVA ,,- - لا تزيد قدرتها عن 75 كيلو فولت أمبير (KVA) ,,,
,WESTERN BAINOONA QUARRY LLC,محاجر بينونة الغربية,0506175576,jamil.adnan@wbg.ae,Fujairah,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,25171000,"- Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated",,- حصى حصباء وحجارة مجروشة أو مكسرة من الأنواع المستعملة عادة للخرسانة أو رصف الطرق أو السكك الحديدية أو أنواع الرصف الأخرى وحصى شواطئ وأحجار صوان، وإن كانت معالجة بالحرارة ,2396003,قطع و تشكيل و صقل الاحجار,"Stones Cutting, Shaping and Finishing"
,WESTERN BAINOONA QUARRY LLC BRANCH,محاجر بينونه الغربية ذ م م فرع,092226321,al-hail.Crusher@wbg.ae,Fujairah,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,25171000,"- Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated",,- حصى حصباء وحجارة مجروشة أو مكسرة من الأنواع المستعملة عادة للخرسانة أو رصف الطرق أو السكك الحديدية أو أنواع الرصف الأخرى وحصى شواطئ وأحجار صوان، وإن كانت معالجة بالحرارة ,2396003,قطع و تشكيل و صقل الاحجار,"Stones Cutting, Shaping and Finishing"
,WESTWOOD TISSUES MANUFACTURING L.L.C,ويست وود لصناعة المناديل ذ.م.م,052-4226489,westwoodtissues23@gmail.com,Ajman,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,48182000," - Handkerchiefs, cleansing or facial tissues and towels",,- مناديل، مناديل إزالة مواد التطرية ومناشف ,1709008,صناعة المناديل والمناشف ومناديل المائدة الورقية,"Paper Handkerchiefs, Towels, and Serviettes Manufacturing"
,WETRO COMPOSITE INDUSTRIES L.L.C,ويترو كومبوسيت اندستريس ذ.م.م,0504042364,wetrocomposite@gmail.com,Umm Al Quwain,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,70199020,- - - Water tanks,,- - - خزانات المياه ,2220902,صناعة الانابيب والمواسير والخراطيم ولوازمها من الألياف الزجاجية,"Fiberglass Tubes , Pipes, Hoses and its Fittings Manufacturing"
,,,,,,70199060, - - - Pipes and tubes,,- - -  أنابيب ومواسير ,2220901,صناعة الخزانات والصهاريج من الألياف الزجاجية,Fiberglass Tanks and Reservoirs Manufacturing
,WHITE ALUMINIUM ENTERPRISES LLC,وايت المنيوم للمشاريع ذ م م,025500830,shanavas@whitealuminium.ae,Abu Dhabi,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,76042900,- - Other,,- - غيرها ,2592009,الطلاء بالمواد الغير معدنية للمعادن,Non-metallic Coating of Metals
,,,,,,73089090,- - - Other,,- - - غيرها ,2592001,الطلاء بالمعادن,Metal Coating
,,,,,,73083000,"- Doors, windows and their frames and thresholds for doors",,- أبواب ونوافذ و أطرها وعتبات الأبواب ,3100002,صناعة أثاث المطابخ,Kitchen Furniture Manufacturing
,,,,,,76101090,- - - Other,,- - - غيرها ,2310007,صناعة المرايا الزجاجية,Glass Mirrors Manufacturing
,,,,,,83024100,- - Suitable for buildings ,,- - مما يستعمل للمباني ,2310008,تشكيل الزجاج الملون,Stained Glass Forming
,,,,,,70049000,- Other glass,,- زجاج أخر ,2511010,صناعة أُطر صناعية من معادن,Metal Industrial Frameworks Manufacturing
,,,,,,70051000,"- Non-wired glass, having an absorbent, reflecting or Non-reflecting layer",,- زجاج غير مسلح ، ذو طبقة ماصة أو عاكسة أو غير عاكسة ,2511017,صناعةالأبواب والنوافذ وأطرها والمصاريع المعدنية,"Metal Doors, Windows and Their Frames, Shutters and Manufact"
,,,,,,70060000,"Glass of heading 70.03, 70.04 or 70.05, bent, edge-worked,engraved, drilled, enamelled or otherwise worked, but not framed or fitted with other materials.",,زجاج  مذكور في البنود 70.03 أو 70.04 أو 70.05 محني أو مشغول الأطراف أو مشطوف أو محفور أو مثقوب أو مطلي بالمينا أو مشغول بطريقة أخرى ، ولكن غير مزود بأطر ولا مزود بمواد أخر .,2310011,صناعة وحدات زجاجية عازلة ذات جدران متعدد,Glass Multiple-Walled Insulating Units Manufacturing
,,,,,,70071900,- - Other,,- - غيرها ,2592011,تشغيل وتشكيل المعادن,Machining and Forming of Metals
,,,,,,70080000,Multiple-walled insulating units of glass .,,زجاج عازل متعدد الطبقات .,2310012,صناعة الزجاج المسطح المقسَّى أو المنضَّد,Toughened or Laminated Flat Glass Manufacturing
,,,,,,70099100, - - Unframed,,- - بدون أطر ,2511003,صناعة الأطر والهياكل المعدنية اللازمة للتشييد وأجزاء منها,Construction Metal Framework and  Skeletons and Parts thereof Manufacturing
,,,,,,70099200, - - Framed,,- - بأطر ,2593010,صناعة المستلزمات المعدنية ( الخردوات ) للمبانى,Metal appliances (hardware) for buildings Manufacturing
,,,,,,70139190, - - - Other,, - - - غيرها,2511008,صناعة الأبواب المعدنية المقاومة للحريق,Fireproof Metal Doors Manufacturing
,,,,,,70139990, - - - Other,,- - - غيرها,,,
,,,,,,70159090,- - - Other,,- - - غيرها ,,,
,,,,,,94032050, - - - Kitchen furniture of aluminum,,- - -  أثاث مطابخ من المنيوم,,,
,WHITE ALUMINUM EXTRUSION LLC,وايت ألمنيوم للسحب ذ.م.م,0506114813,Whitex@eim.ae,Abu Dhabi,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,76169990,- - - Other,,- - - غيرها ,2420001,صهر ودرفلة وسحب وتنقية المعادن غير الحديدية الخام,"Smelting, Rolling, Traction, and Extracting Basic Non-Ferrous Metals"
,WHITE LINE DETERGENT FACTORY L.L.C,مصنع الخط الابيض لصناعة المنظفات ذ.م.م,0567272786,Emailsarfraz@whitelinellc.net,Umm Al Quwain,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,34022022,   - - - - Liquid,,   - - - - سائلة ,2023002,صناعة مساحيق الغسيل والمنظفات,Washing Powders and Detergents Manufacturing
,,,,,,34029000, - Other,,ـ غيرها ,,,
,,,,,,34022010,"   - - - Surface- active agets (For example, Clorox . . .etc) ",, - - - محضرات غواسل ( مثل الكلوركس . . . الخ ),,,
,,,,,,34012010,  - - - In powder form ,,  - - - بشكـل مسحوق ,,,
,,,,,,34011180,"   - - - Toilet soaps, whether or not  coloured ,perfumed, abrasive or disinfectant, such as Lux, Camay, etc",,   ـ ـ ـ صابون تواليت  وإن كان ملوناً أو معطراً أو شاحذا أو مطهراً ، (مثل اللوكس والكامي  ),,,
,WHITE METAL STEEL INDUSTRIES L L C,المعدن الابيض للصناعات الحديديه ذ م م,050-1862858,whitemetalsteel@gmail.com,Sharjah,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,73089090,- - - Other,,- - - غيرها ,2420014,صناعة مقاطع من معادن غير حديدية,Non-Ferrous Metals Sections Manufacturing
,,,,,,73089000,Other,,غيرها,,,
,WILD HARBOUR FISH & SEAFOOD FREEZING L.L.C,وايلد هاربور لتجميد الاسماك والاغذية البحرية ش.ذ.م.م,052-4702468,info@wildharbour.ae,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,16041100,- - Salmon,,- - سلمون ,1020001,تجهيز وحفظ الأسماك والأغذية البحرية,Fish and Seafood Processing and Preserving
,,,,,,16051000,- Crab,,- سرطانات بحرية (سلطعون) ,,,
,,,,,,03054100," - - Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",,- - سلمون المحيط الهادي (أنكور هينكوس نركا، أنكور هينكوس غوربشا، أنكور هينكوس كيتا، أنكور هينكوس تشاوتشا، أنكور هينكوس كيسوتش، أنكور هينكوس ماسو وأنكور هينكوس ردورس)، سلمون المحيط الاطلسي (ساموسلار) وسلمون الدانوب (هوكوهوكو) ,,,
,,,,,,03021400, - -  Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho).,,- -  أسماك سلمون المحيط الأطلسي (سالموسالار) وأسماك سلمون الدانواب (هوكوهوكو) . ,,,
,,,,,,03045200,- - Salmonidae,,- -أسماك فصيلة السلمون (سالمونيداي).,,,
,Wildcat Enterprise Textiles Industries - Sole Proprietorship L.L.C.,وايلدكات إنتربرايس للصناعات النسيجية - شركة الشخص الواحد ذ م م,050-9506380,bijujoseph5@yahoo.com,Abu Dhabi,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,55163300,- - Of yarns of different colours,,- - من خيوط مختلفة الألوان ,1311002,صناعة وغزل الخيوط بكافة انواعها,Yarns and Threads of All Kinds Spinning and Manufacturing
,,,,,,54049000,- Other,,- غيرها ,,,
,,,,,,57033100,"Turf, of other man-made textile materials",,نجيلة (عشب اصطناعي)، من مواد نسجية تركيبية أو اصطناعية أخر,,,
,William Hare UAE LLC,ويليم هير الامارات ( ذ . م . م ).,025510444,Saqib.Hanif@hare.com,Abu Dhabi,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,73089090,- - - Other,,- - - غيرها ,2511003,صناعة الأطر والهياكل المعدنية اللازمة للتشييد وأجزاء منها,Construction Metal Framework and  Skeletons and Parts thereof Manufacturing
,WIN PACK L.L.C,وين باك ذ.م.م.,067670272,WINPACK@GMAIL.COM,Umm Al Quwain,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,39173210,   - - - Drinking straws,, - - - أنابيب رشف المشروبات(مصاصات),2220125,صناعة القوارير والعبوات البلاسـتيكية المماثلة,Plastic Bottles and  Similar Containers Manufacturing
,,,,,,39209100,  - - Of poly (vinyl butyral),,ـ ـ من بولي ( بوتيرال فينيل),2220102,صناعة المستلزمات البلاستيكية للمائدة والمطابخ وادوات المراحيض أو التزيين,"Plastic Tableware, Kitchenware and Toilet Articles Manufacturing"
,,,,,,39235000,"- Stoppers, lids, caps and other closures",,ـ سدادات وأغطية وكبسولات وغيرها من أصناف الإغلاق,1701003,تجهيز ومعالجة الورق والورق المقوى,Paper and Paperboard Processing
,,,,,,48239099, - - - - Other,,- - - - غيرها ,2599101,صناعة علب صفيح للمنتجات الغذائية و العبوات قابلة للطي,"Food Products Tins and Cans, and Collapsible Containers Manufacturing"
,,,,,,48239010,"  - - - paper for packing fruits, sweets and the like, cut to size",,- - - ورق لتغليفة الفواكه أو الحلويات وما يماثلها مقطعة بقياسات معينة ,,,
,,,,,,48182000," - Handkerchiefs, cleansing or facial tissues and towels",,- مناديل، مناديل إزالة مواد التطرية ومناشف ,,,
,,,,,,39241090,  - - - Other,,  - - - غيرها ,,,
,,,,,,39241020,"     - - -  Forks, spoons, and knives",,  ـ ـ ـ شوك وملاعق وسكاكين,,,
,,,,,,76129090,- - - Other,,- - - غيرها ,,,
,,,,,,76071990, - - - Other,,- - - غيرها ,,,
,,,,,,76071110,  - - - In rolls put up for retail sale,,- - -  لفات ألمنيوم مهيأ للبيع بالتجزئة ,,,
,,,,,,48236000,"Trays, dishes, plates, cups & the like, of paper or paperboard.",, صواني وأطباق وأكواب وما يماثلها، من ورق أو ورق مقوى,,,
,,,,,,39241030,"Plates, dishes & cups, of plastics.",,صحون وأطباق وأكواب، من لدائن ,,,
,WINCHEM MIDDLE EAST CHEMICAL INDUSTRIES L.L.C,وين جام ميدل ايست لصناعة المواد الكيميائية لاغراض البناء ذ.م.م,0549944187,info@winchemme.com,Umm Al Quwain,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,39211300,  - - Of polyurethanes,,ـ ـ من بولي يوريثينات,2011010,صناعة المركبات الكيماوية غير عضوية,Inorganic Chemical Compounds Manufacturing
,WINDOOR PLASTIC INDUSTRIES LLC,ويندور للصناعات البلاستيكية ش ذ م م,0502557787,info@windooruae.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,39252000,"- Doors, windows and their frames and thresholds for doors",,ـ أبواب ونوافذ وأُطرها وعتبات الأبواب,2220151,صناعة الأبواب والنوافذ والأُطر والمصاريع البلاستيكية ومايماثلها,"Plastic Doors, Windows, Frames, Shutters, and Similar Manufacturing"
,WINDSOR FOODSTUFF FACTORY L.L.C,مصنع وندسور للمواد الغذائية ( ذ. م . م .) ,065434808,Kenbee1@gmail.com,Sharjah,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,33019013, - - - - Rose water,,  - - - - ماء ورد ,1079012,صناعة المركِّزات الاصطناعية,Artificial Concentrates Manufacturing
,,,,,,21069050,"- - - Preparations based on butter or other fats or oils derived from milk used, for example, for baker's wares",,- - - محضرات أساسها الزبدة أو الدهون أو الزيوت الاخر المشتقة من اللبن والتي تستعمل في منتجات المخابز مثلاً ,1104101,صناعة المشروبات غير الكحولية,Non-Alcoholic Beverages Manufacturing
,,,,,,20099030,"--- Mixtures of juices, not concentrated, containing added sugar or other sweetening matter.",,- - -  مخاليط عصائر غير مركزة،  مضاف اليها سكر او مواد تحلية اخر ,1079029,صناعة الأغذية ذات المكونات المتجانسة,Foods Containing Homogenized Ingredients Manufacturing
,,,,,,21032000,- Tomato ketchup and other tomato sauces  ,,"- صلصة طماطم (بندورة) مسماه ""كتشب"" وصلصات طماطم أخر ",1079004,خلط الشاي والماته (ماتيه),Tea and Maté Blending
,,,,,,17023000,"- Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,- جلوكوز وسائل جلوكوز ، لا يحتوي على فركتوز أو يحتوي على أقل من 20% وزنا من الفركتوز محسوبا على الحالة الجافة ,1079009,صناعة التوابل ومرق التوابل (الصلصات) والبهارات,"Spices, Sauces and Condiments Manufacturing"
,,,,,,17029050,"   - - - Other sugar liguids, whether or not condensed, neither flavored nor colored",,- - - سوائل سكرية أخر ، وان كانت مكثفة، غير ملونة ولا معطرة ,1104902,صناعة مشروبات بنكهة الفواكه,Fruit Flavored Drinks Manufacturing
,WINNERS INDUSTRIES LLC,ونرز للصناعات ذ.م.م,054-4434127,factory@winnersgcc.com,Umm Al Quwain,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,39239000,- Other,,ـ غيرها,2220124,صناعة الدلاء والأوعية البلاستيكية,Plastic Buckets and Containers Manufacturing
,,,,,,76071190,- - - Other,,- - - غيرها ,1702003,صناعة العلب والعبوات الورقية,Paper Boxes and Packages Manufacturing
,,,,,,48236900,- - Other,,- - غيرها,1702004,صناعة الأكياس الورقية,Paper Bags Manufacturing
,,,,,,48192090,- - - Other,,- - -  غيرها,2220101,صناعة الأدوات البلاسـتيكية المستهلكة,Disposable Plastic Cutlery Manufacturing
,,,,,,48191090,- - - Other,,- - -  غيرها,1702002,صناعة الأوعية من الورق المموَّج أو الورق المقوى,Corrugated Paper or Paperboard Containers Manufacturing
,,,,,,48194000,"- Other Sacks and bags, including cones",, - أكياس أخر، بما فيها المخاريط ,,,
